Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B03002001,ACS18_5yr_B03002002,ACS18_5yr_B03002003,ACS18_5yr_B03002004,ACS18_5yr_B03002005,ACS18_5yr_B03002006,ACS18_5yr_B03002007,ACS18_5yr_B03002008,ACS18_5yr_B03002009,ACS18_5yr_B03002010,ACS18_5yr_B03002011,ACS18_5yr_B03002012,ACS18_5yr_B03002013,ACS18_5yr_B03002014,ACS18_5yr_B03002015,ACS18_5yr_B03002016,ACS18_5yr_B03002017,ACS18_5yr_B03002018,ACS18_5yr_B03002019,ACS18_5yr_B03002020,ACS18_5yr_B03002021,ACS18_5yr_B03002001s,ACS18_5yr_B03002002s,ACS18_5yr_B03002003s,ACS18_5yr_B03002004s,ACS18_5yr_B03002005s,ACS18_5yr_B03002006s,ACS18_5yr_B03002007s,ACS18_5yr_B03002008s,ACS18_5yr_B03002009s,ACS18_5yr_B03002010s,ACS18_5yr_B03002011s,ACS18_5yr_B03002012s,ACS18_5yr_B03002013s,ACS18_5yr_B03002014s,ACS18_5yr_B03002015s,ACS18_5yr_B03002016s,ACS18_5yr_B03002017s,ACS18_5yr_B03002018s,ACS18_5yr_B03002019s,ACS18_5yr_B03002020s,ACS18_5yr_B03002021s,ACS18_5yr_B25003001,ACS18_5yr_B25003002,ACS18_5yr_B25003003,ACS18_5yr_B25003001s,ACS18_5yr_B25003002s,ACS18_5yr_B25003003s
"06001404400","14000US06001404400","Census Tract 4044","Census Tract 4044, Alameda County, California","ca","140","00","ACSSF","0002740",,,,,"06","001",,,,"404400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5475,5132,3705,99,9,859,0,0,460,0,460,343,304,0,24,0,0,0,15,15,0,134.5455,135.1515,173.9394,46.06061,9.090909,97.57576,10.30303,10.30303,133.9394,10.30303,133.9394,35.75758,37.57576,10.30303,22.42424,10.30303,10.30303,10.30303,15.15152,15.15152,10.30303,2321,2034,287,39.39394,78.78788,73.93939
"06001404501","14000US06001404501","Census Tract 4045.01","Census Tract 4045.01, Alameda County, California","ca","140","00","ACSSF","0002741",,,,,"06","001",,,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1659,1180,73,0,251,7,0,148,0,148,136,98,0,0,0,0,38,0,0,0,67.87878,86.66666,81.81818,31.51515,7.272727,58.18182,6.666667,7.272727,38.78788,7.272727,38.78788,55.15152,47.87879,7.272727,7.272727,7.272727,7.272727,30.90909,7.272727,7.272727,7.272727,679,605,74,17.57576,22.42424,19.39394
"06001404502","14000US06001404502","Census Tract 4045.02","Census Tract 4045.02, Alameda County, California","ca","140","00","ACSSF","0002742",,,,,"06","001",,,,"404502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070,5682,4305,135,0,775,0,0,467,0,467,388,256,39,11,18,0,18,46,14,32,192.7273,193.9394,217.5758,73.33334,10.30303,142.4242,10.30303,10.30303,125.4545,10.30303,125.4545,60,80.60606,43.63636,10.90909,17.57576,10.30303,16.9697,25.45455,14.54545,20,2483,2161,322,35.15152,76.9697,72.72727
"06001404600","14000US06001404600","Census Tract 4046","Census Tract 4046, Alameda County, California","ca","140","00","ACSSF","0002743",,,,,"06","001",,,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688,4505,3221,221,6,684,104,43,226,29,197,183,120,0,0,23,0,40,0,0,0,185.4545,201.2121,153.9394,69.09091,5.454545,118.1818,93.93939,23.0303,74.54546,19.39394,72.12122,65.45454,42.42424,7.272727,7.272727,21.21212,7.272727,27.27273,7.272727,7.272727,7.272727,1784,1669,115,40,58.18182,42.42424
"06001404700","14000US06001404700","Census Tract 4047","Census Tract 4047, Alameda County, California","ca","140","00","ACSSF","0002744",,,,,"06","001",,,,"404700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079,1904,1515,134,0,199,7,11,38,0,38,175,106,0,6,47,0,16,0,0,0,80.60606,67.27273,83.0303,37.57576,7.272727,53.93939,8.484848,9.69697,27.27273,7.272727,27.27273,62.42424,42.42424,7.272727,5.454545,44.24242,7.272727,12.12121,7.272727,7.272727,7.272727,790,680,110,19.39394,31.51515,24.24242
"06001404800","14000US06001404800","Census Tract 4048","Census Tract 4048, Alameda County, California","ca","140","00","ACSSF","0002745",,,,,"06","001",,,,"404800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,2339,1332,321,9,381,14,31,251,0,251,368,173,0,100,0,0,28,67,67,0,106.6667,150.9091,112.1212,97.57576,6.060606,84.24242,13.33333,20,76.36364,7.272727,76.36364,122.4242,58.78788,7.272727,80,7.272727,7.272727,21.81818,54.54546,54.54546,7.272727,1203,574,629,35.75758,47.27273,52.72727
"06001404900","14000US06001404900","Census Tract 4049","Census Tract 4049, Alameda County, California","ca","140","00","ACSSF","0002746",,,,,"06","001",,,,"404900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973,3636,2383,394,50,442,78,0,289,0,289,337,217,0,6,27,0,23,64,15,49,121.8182,125.4545,119.3939,80.60606,21.21212,66.66666,41.21212,7.272727,67.27273,7.272727,67.27273,76.9697,69.09091,7.272727,6.060606,18.18182,7.272727,14.54545,27.87879,10.90909,26.06061,1874,1095,779,76.9697,73.33334,83.63636
"06001405000","14000US06001405000","Census Tract 4050","Census Tract 4050, Alameda County, California","ca","140","00","ACSSF","0002747",,,,,"06","001",,,,"405000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269,2978,2036,351,5,368,0,12,206,0,206,291,115,30,9,0,0,111,26,26,0,112.1212,129.0909,129.0909,86.66666,4.848485,56.36364,7.272727,11.51515,70.90909,7.272727,70.90909,74.54546,33.93939,22.42424,8.484848,7.272727,7.272727,63.63636,16.36364,16.36364,7.272727,1457,1045,412,47.27273,54.54546,60
"06001405100","14000US06001405100","Census Tract 4051","Census Tract 4051, Alameda County, California","ca","140","00","ACSSF","0002748",,,,,"06","001",,,,"405100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324,4183,2666,756,0,395,0,11,355,20,335,141,46,10,0,0,0,66,19,0,19,153.3333,150.303,143.0303,187.8788,7.272727,66.66666,7.272727,9.69697,80,18.78788,82.42424,41.81818,23.0303,9.69697,7.272727,7.272727,7.272727,31.51515,12.12121,7.272727,12.12121,1602,1471,131,21.21212,34.54546,26.66667
"06001405200","14000US06001405200","Census Tract 4052","Census Tract 4052, Alameda County, California","ca","140","00","ACSSF","0002749",,,,,"06","001",,,,"405200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188,4197,1871,456,25,1564,21,0,260,40,220,991,371,193,17,0,0,241,169,101,68,240,284.2424,143.0303,92.12122,14.54545,238.7879,20.60606,10.30303,88.48485,27.87879,83.63636,211.5152,156.3636,111.5152,16.9697,10.30303,10.30303,73.93939,67.87878,55.75758,41.21212,2427,658,1769,60.60606,58.78788,82.42424
"06001405301","14000US06001405301","Census Tract 4053.01","Census Tract 4053.01, Alameda County, California","ca","140","00","ACSSF","0002750",,,,,"06","001",,,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955,2532,1318,681,0,327,14,0,192,0,192,423,120,0,0,17,0,242,44,38,6,113.9394,140.6061,103.0303,84.24242,7.272727,50.90909,9.090909,7.272727,57.57576,7.272727,57.57576,99.39394,43.0303,7.272727,7.272727,12.12121,7.272727,83.0303,21.21212,20.60606,6.666667,1584,143,1441,40,24.24242,43.0303
"06001405302","14000US06001405302","Census Tract 4053.02","Census Tract 4053.02, Alameda County, California","ca","140","00","ACSSF","0002751",,,,,"06","001",,,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454,2082,797,281,8,796,0,24,176,9,167,372,231,7,0,0,0,115,19,6,13,145.4545,152.7273,103.0303,73.33334,7.272727,113.9394,7.272727,19.39394,64.24242,8.484848,63.63636,89.09091,107.2727,7.272727,7.272727,7.272727,7.272727,71.51515,13.93939,5.454545,12.12121,1401,86,1315,63.0303,29.09091,65.45454
"06001405401","14000US06001405401","Census Tract 4054.01","Census Tract 4054.01, Alameda County, California","ca","140","00","ACSSF","0002752",,,,,"06","001",,,,"405401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,3212,676,901,0,1418,0,61,156,9,147,678,154,28,0,0,0,456,40,6,34,181.2121,210.303,107.8788,153.9394,7.272727,155.1515,7.272727,35.75758,41.81818,8.484848,41.81818,155.1515,66.66666,20,7.272727,7.272727,7.272727,146.6667,27.27273,7.272727,26.06061,1730,254,1476,33.93939,55.15152,64.84849
"06001405402","14000US06001405402","Census Tract 4054.02","Census Tract 4054.02, Alameda County, California","ca","140","00","ACSSF","0002753",,,,,"06","001",,,,"405402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275,2602,460,943,8,958,102,0,131,0,131,673,112,41,35,0,0,485,0,0,0,204.2424,217.5758,99.39394,193.9394,9.090909,148.4848,64.24242,7.272727,76.9697,7.272727,76.9697,160.6061,49.09091,29.69697,24.24242,7.272727,7.272727,139.3939,7.272727,7.272727,7.272727,1167,122,1045,45.45454,38.78788,58.18182
"06001405500","14000US06001405500","Census Tract 4055","Census Tract 4055, Alameda County, California","ca","140","00","ACSSF","0002754",,,,,"06","001",,,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063,3551,1013,602,6,1737,22,0,171,16,155,512,360,10,26,0,7,51,58,0,58,164.2424,181.8182,116.9697,118.7879,6.060606,180.6061,19.39394,7.272727,55.15152,15.15152,53.33333,119.3939,112.1212,9.69697,26.06061,7.272727,7.272727,27.87879,39.39394,7.272727,39.39394,1557,372,1185,49.69697,56.9697,73.33334
"06001405600","14000US06001405600","Census Tract 4056","Census Tract 4056, Alameda County, California","ca","140","00","ACSSF","0002755",,,,,"06","001",,,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,2358,828,528,77,728,0,10,187,34,153,934,406,10,24,0,0,445,49,49,0,203.0303,203.6364,121.2121,130.303,62.42424,140.6061,7.272727,9.69697,53.33333,22.42424,46.66667,158.1818,139.3939,10.30303,24.24242,7.272727,7.272727,174.5455,30.90909,30.90909,7.272727,1409,418,991,49.69697,56.9697,61.21212
"06001405700","14000US06001405700","Census Tract 4057","Census Tract 4057, Alameda County, California","ca","140","00","ACSSF","0002756",,,,,"06","001",,,,"405700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434,2740,466,877,19,1231,0,55,92,0,92,694,268,0,0,0,0,343,83,12,71,253.3333,181.2121,81.21212,132.7273,12.12121,137.5758,7.272727,35.15152,36.36364,7.272727,36.36364,204.8485,113.9394,7.272727,7.272727,7.272727,7.272727,176.3636,36.9697,11.51515,34.54546,1340,325,1015,58.78788,53.93939,76.9697
"06001405800","14000US06001405800","Census Tract 4058","Census Tract 4058, Alameda County, California","ca","140","00","ACSSF","0002757",,,,,"06","001",,,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645,3684,660,896,53,2024,20,8,23,0,23,961,495,12,46,0,0,300,108,53,55,257.5757,253.3333,167.8788,216.3636,35.75758,235.7576,18.18182,7.878788,12.72727,7.272727,12.72727,186.0606,206.0606,9.090909,27.87879,7.272727,7.272727,113.9394,56.36364,35.15152,36.36364,1351,443,908,43.63636,58.78788,71.51515
"06001405901","14000US06001405901","Census Tract 4059.01","Census Tract 4059.01, Alameda County, California","ca","140","00","ACSSF","0002758",,,,,"06","001",,,,"405901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348,2565,167,705,40,1492,41,90,30,30,0,1783,516,106,174,0,0,958,29,9,20,303.0303,299.394,92.72727,149.697,16.9697,240,38.78788,78.78788,27.87879,27.87879,7.272727,249.697,185.4545,78.78788,103.6364,7.272727,7.272727,223.0303,21.21212,8.484848,20,1089,331,758,43.0303,43.0303,55.75758
"06001405902","14000US06001405902","Census Tract 4059.02","Census Tract 4059.02, Alameda County, California","ca","140","00","ACSSF","0002759",,,,,"06","001",,,,"405902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979,2277,279,360,20,1548,10,27,33,0,33,702,217,6,11,0,0,411,57,34,23,167.2727,159.3939,75.75758,81.81818,15.15152,151.5152,16.36364,20.60606,21.81818,7.272727,21.81818,84.84849,93.93939,6.060606,9.090909,7.272727,7.272727,74.54546,27.27273,22.42424,16.9697,923,300,623,36.36364,35.75758,40.60606
"06001406000","14000US06001406000","Census Tract 4060","Census Tract 4060, Alameda County, California","ca","140","00","ACSSF","0002760",,,,,"06","001",,,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344,2689,608,498,0,1477,8,0,98,8,90,655,191,0,10,0,0,454,0,0,0,174.5455,165.4545,121.8182,106.0606,7.272727,186.0606,7.878788,7.272727,43.63636,8.484848,43.63636,138.7879,69.09091,7.272727,9.69697,7.272727,7.272727,138.1818,7.272727,7.272727,7.272727,1465,179,1286,55.75758,38.78788,71.51515
"06001406100","14000US06001406100","Census Tract 4061","Census Tract 4061, Alameda County, California","ca","140","00","ACSSF","0002761",,,,,"06","001",,,,"406100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659,1963,635,467,0,753,25,0,83,0,83,2696,1064,0,124,29,0,1474,5,0,5,355.7576,283.0303,108.4848,231.5152,7.272727,186.6667,23.0303,7.272727,35.75758,7.272727,35.75758,295.7576,312.7273,7.272727,109.0909,30.90909,7.272727,380,5.454545,7.272727,5.454545,1455,475,980,63.63636,68.48485,86.06061
"06001406201","14000US06001406201","Census Tract 4062.01","Census Tract 4062.01, Alameda County, California","ca","140","00","ACSSF","0002762",,,,,"06","001",,,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,2813,351,818,7,1231,113,62,231,0,231,2045,371,0,93,13,0,1506,62,2,60,293.9394,260,104.2424,189.0909,6.666667,203.0303,78.78788,49.69697,86.06061,7.272727,86.06061,281.2121,129.0909,7.272727,51.51515,13.93939,7.272727,294.5454,36.36364,7.272727,32.12121,1493,294,1199,41.81818,48.48485,52.72727
"06001406202","14000US06001406202","Census Tract 4062.02","Census Tract 4062.02, Alameda County, California","ca","140","00","ACSSF","0002763",,,,,"06","001",,,,"406202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751,1871,482,612,136,556,0,6,79,7,72,2880,1277,21,204,16,0,1228,134,56,78,196.9697,166.6667,112.7273,124.2424,77.57576,91.51515,7.272727,7.878788,30.30303,7.878788,32.12121,173.3333,198.1818,18.78788,92.72727,15.75758,7.272727,204.2424,42.42424,29.09091,30.30303,1326,128,1198,33.33333,34.54546,45.45454
"06001406300","14000US06001406300","Census Tract 4063","Census Tract 4063, Alameda County, California","ca","140","00","ACSSF","0002764",,,,,"06","001",,,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425,3039,573,1225,14,1161,0,0,66,0,66,1386,459,0,0,0,0,764,163,132,31,250.9091,226.0606,85.45454,228.4848,10.30303,180,7.272727,7.272727,28.48485,7.272727,28.48485,152.7273,136.3636,7.272727,7.272727,7.272727,7.272727,122.4242,89.09091,87.87878,15.75758,1239,450,789,41.81818,55.15152,66.66666
"06001406400","14000US06001406400","Census Tract 4064","Census Tract 4064, Alameda County, California","ca","140","00","ACSSF","0002765",,,,,"06","001",,,,"406400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,2019,767,513,0,581,0,0,158,0,158,447,183,12,28,0,0,220,4,4,0,166.0606,158.1818,87.87878,138.1818,7.272727,110.303,7.272727,7.272727,52.12121,7.272727,52.12121,121.8182,69.69697,10.90909,19.39394,7.272727,7.272727,101.8182,4.242424,4.242424,7.272727,746,343,403,26.06061,36.36364,38.78788
"06001406500","14000US06001406500","Census Tract 4065","Census Tract 4065, Alameda County, California","ca","140","00","ACSSF","0002766",,,,,"06","001",,,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055,3085,468,880,0,1196,216,6,319,11,308,2970,655,126,112,23,0,1989,65,44,21,323.0303,222.4242,78.18182,153.9394,10.30303,135.7576,112.7273,5.454545,112.7273,10.30303,110.9091,298.1818,209.697,90.90909,109.697,21.81818,10.30303,295.1515,46.06061,41.81818,20.60606,1905,619,1286,65.45454,76.9697,93.33334
"06001406601","14000US06001406601","Census Tract 4066.01","Census Tract 4066.01, Alameda County, California","ca","140","00","ACSSF","0002767",,,,,"06","001",,,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042,3346,726,1077,5,1172,0,0,366,0,366,1696,246,52,106,0,0,1100,192,173,19,305.4546,262.4243,112.7273,156.3636,6.060606,143.6364,10.30303,10.30303,146.6667,10.30303,146.6667,281.8182,112.7273,47.87879,81.81818,10.30303,10.30303,270.303,140.6061,139.3939,13.93939,1694,599,1095,61.21212,66.06061,79.39394
"06001406602","14000US06001406602","Census Tract 4066.02","Census Tract 4066.02, Alameda County, California","ca","140","00","ACSSF","0002768",,,,,"06","001",,,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2003,329,421,51,1095,5,0,102,13,89,792,182,72,19,0,0,492,27,15,12,181.2121,176.9697,67.87878,58.18182,29.09091,186.0606,6.060606,7.272727,35.15152,13.33333,35.15152,120.6061,86.06061,36.36364,18.78788,7.272727,7.272727,139.3939,12.72727,9.090909,8.484848,944,310,634,28.48485,35.15152,41.81818
"06001406700","14000US06001406700","Census Tract 4067","Census Tract 4067, Alameda County, California","ca","140","00","ACSSF","0002769",,,,,"06","001",,,,"406700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,4414,2395,677,43,1059,0,60,180,0,180,578,368,17,0,0,0,134,59,24,35,267.2727,269.0909,234.5455,116.9697,40.60606,157.5758,7.272727,51.51515,66.66666,7.272727,66.66666,89.09091,98.18182,16.36364,7.272727,7.272727,7.272727,66.06061,40.60606,23.0303,33.33333,2173,1405,768,81.21212,106.0606,114.5455
"06001406800","14000US06001406800","Census Tract 4068","Census Tract 4068, Alameda County, California","ca","140","00","ACSSF","0002770",,,,,"06","001",,,,"406800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,3020,1532,366,23,801,0,110,188,0,188,490,244,15,0,0,0,199,32,17,15,134.5455,138.7879,94.54546,106.0606,15.15152,82.42424,7.272727,85.45454,63.63636,7.272727,63.63636,83.0303,72.12122,16.36364,7.272727,7.272727,7.272727,82.42424,23.0303,15.15152,15.75758,1351,971,380,46.06061,60,57.57576
"06001406900","14000US06001406900","Census Tract 4069","Census Tract 4069, Alameda County, California","ca","140","00","ACSSF","0002771",,,,,"06","001",,,,"406900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708,3294,1494,620,18,815,22,0,325,7,318,414,200,0,0,0,0,150,64,10,54,159.3939,183.6364,112.1212,118.1818,15.75758,133.9394,15.15152,7.272727,78.18182,7.878788,76.9697,102.4242,68.48485,7.272727,7.272727,7.272727,7.272727,79.39394,38.78788,10.30303,35.75758,1538,836,702,38.78788,55.75758,64.84849
"06001407000","14000US06001407000","Census Tract 4070","Census Tract 4070, Alameda County, California","ca","140","00","ACSSF","0002772",,,,,"06","001",,,,"407000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924,4006,916,1024,42,1587,0,0,437,0,437,1918,438,0,57,0,0,1224,199,199,0,421.2121,426.6667,212.1212,199.3939,38.18182,330.9091,10.30303,10.30303,214.5455,10.30303,214.5455,360.606,180,10.30303,40,10.30303,10.30303,332.7273,143.0303,143.0303,10.30303,1946,812,1134,90.90909,107.2727,113.9394
"06001407101","14000US06001407101","Census Tract 4071.01","Census Tract 4071.01, Alameda County, California","ca","140","00","ACSSF","0002773",,,,,"06","001",,,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,1893,274,640,9,914,0,0,56,0,56,1844,452,33,0,0,0,1350,9,9,0,263.0303,195.1515,98.78788,204.2424,9.090909,87.87878,7.272727,7.272727,32.72727,7.272727,32.72727,214.5455,161.8182,31.51515,7.272727,7.272727,7.272727,274.5454,9.090909,9.090909,7.272727,1035,337,698,38.18182,50.90909,62.42424
"06001407102","14000US06001407102","Census Tract 4071.02","Census Tract 4071.02, Alameda County, California","ca","140","00","ACSSF","0002774",,,,,"06","001",,,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416,2340,411,1014,0,592,105,0,218,0,218,2076,746,12,55,12,21,1045,185,39,146,345.4546,204.2424,81.81818,157.5758,7.272727,116.3636,120.6061,7.272727,78.78788,7.272727,78.78788,338.7879,301.2121,11.51515,44.24242,12.72727,18.78788,313.9394,81.81818,24.24242,77.57576,1300,639,661,46.66667,68.48485,70.30303
"06001407200","14000US06001407200","Census Tract 4072","Census Tract 4072, Alameda County, California","ca","140","00","ACSSF","0002775",,,,,"06","001",,,,"407200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894,2318,688,570,15,866,2,23,154,0,154,4576,1678,72,43,0,0,2711,72,47,25,381.8182,288.4849,156.9697,181.8182,15.15152,186.6667,2.424242,22.42424,73.93939,10.30303,73.93939,422.4243,293.9394,58.78788,36.36364,10.30303,10.30303,440,30.30303,21.81818,20.60606,1895,418,1477,50.90909,53.93939,61.81818
"06001407300","14000US06001407300","Census Tract 4073","Census Tract 4073, Alameda County, California","ca","140","00","ACSSF","0002776",,,,,"06","001",,,,"407300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,1015,385,193,2,340,10,0,85,0,85,1425,533,0,0,21,0,848,23,13,10,176.3636,109.697,76.9697,60.60606,1.818182,101.8182,10.30303,7.272727,30.30303,7.272727,30.30303,166.6667,143.0303,7.272727,7.272727,18.78788,7.272727,129.697,14.54545,9.69697,9.69697,774,176,598,29.69697,28.48485,35.75758
"06001407400","14000US06001407400","Census Tract 4074","Census Tract 4074, Alameda County, California","ca","140","00","ACSSF","0002777",,,,,"06","001",,,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4399,1631,109,911,0,486,14,0,111,0,111,2768,534,31,20,9,0,2079,95,87,8,320.606,145.4545,50.30303,124.8485,7.272727,88.48485,15.75758,7.272727,67.87878,7.272727,67.87878,335.1515,167.2727,20.60606,17.57576,9.090909,7.272727,358.7879,49.09091,50.30303,7.878788,1152,404,748,40.60606,53.93939,66.66666
"06001407500","14000US06001407500","Census Tract 4075","Census Tract 4075, Alameda County, California","ca","140","00","ACSSF","0002778",,,,,"06","001",,,,"407500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,2050,280,1235,4,280,5,0,246,0,246,2510,509,7,46,0,0,1859,89,89,0,275.7576,273.3333,140.6061,217.5758,6.060606,112.1212,6.060606,7.272727,145.4545,7.272727,145.4545,246.6667,182.4242,6.666667,32.12121,7.272727,7.272727,356.9697,78.78788,78.78788,7.272727,1327,291,1036,47.87879,48.48485,58.18182
"06001407600","14000US06001407600","Census Tract 4076","Census Tract 4076, Alameda County, California","ca","140","00","ACSSF","0002779",,,,,"06","001",,,,"407600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6606,4579,859,2755,0,639,0,0,326,0,326,2027,298,20,0,0,0,1331,378,56,322,375.7576,379.394,151.5152,360,10.30303,158.7879,10.30303,10.30303,145.4545,10.30303,145.4545,263.0303,144.8485,20,10.30303,10.30303,10.30303,287.2727,147.8788,39.39394,144.2424,2200,1134,1066,73.93939,95.75758,118.1818
"06001407700","14000US06001407700","Census Tract 4077","Census Tract 4077, Alameda County, California","ca","140","00","ACSSF","0002780",,,,,"06","001",,,,"407700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288,3735,1158,1964,0,324,41,10,238,0,238,553,295,14,0,11,0,144,89,48,41,193.9394,201.8182,84.24242,183.6364,7.272727,73.33334,30.90909,10.90909,69.09091,7.272727,69.09091,67.87878,77.57576,9.090909,7.272727,11.51515,7.272727,64.24242,50.30303,43.63636,27.27273,1691,1234,457,67.27273,69.69697,83.0303
"06001407800","14000US06001407800","Census Tract 4078","Census Tract 4078, Alameda County, California","ca","140","00","ACSSF","0002781",,,,,"06","001",,,,"407800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,2248,806,688,0,509,4,2,239,5,234,486,247,4,3,7,0,122,103,17,86,158.1818,144.2424,95.75758,75.75758,7.272727,103.6364,5.454545,3.030303,74.54546,5.454545,74.54546,77.57576,53.33333,5.454545,4.242424,7.272727,7.272727,27.27273,41.21212,15.75758,36.9697,757,508,249,32.12121,39.39394,36.36364
"06001407900","14000US06001407900","Census Tract 4079","Census Tract 4079, Alameda County, California","ca","140","00","ACSSF","0002782",,,,,"06","001",,,,"407900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3074,2738,1388,500,0,530,34,62,224,0,224,336,99,0,0,13,0,174,50,27,23,189.0909,180,162.4242,87.87878,7.272727,91.51515,30.30303,43.0303,75.15151,7.272727,75.15151,107.8788,40,7.272727,7.272727,12.72727,7.272727,102.4242,30.30303,25.45455,16.36364,1136,861,275,52.12121,69.69697,51.51515
"06001408000","14000US06001408000","Census Tract 4080","Census Tract 4080, Alameda County, California","ca","140","00","ACSSF","0002783",,,,,"06","001",,,,"408000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718,2408,1448,289,17,533,4,33,84,0,84,310,153,5,0,6,0,112,34,23,11,146.6667,116.3636,91.51515,86.06061,11.51515,82.42424,4.242424,23.0303,32.12121,7.272727,32.12121,70.90909,35.15152,6.060606,7.272727,7.272727,7.272727,44.24242,15.15152,12.72727,7.878788,1010,895,115,27.27273,33.93939,23.63636
"06001408100","14000US06001408100","Census Tract 4081","Census Tract 4081, Alameda County, California","ca","140","00","ACSSF","0002784",,,,,"06","001",,,,"408100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108,5434,2403,1395,0,1222,0,32,382,33,349,674,213,0,0,17,0,246,198,126,72,280,247.2727,205.4545,176.9697,10.30303,104.2424,10.30303,32.72727,101.2121,30.90909,98.18182,120,66.06061,10.30303,10.30303,16.36364,10.30303,74.54546,67.27273,51.51515,41.81818,2697,2215,482,92.12122,101.8182,103.6364
